thing_id,reference_thing_id,similarity
0x02db253f64f0d7d40239-0x0078427a8f4f-jobfair,54,1
0x02db253f64f0d7d40239-0x0078427a8f4f-jobfair,8,1
0x02db253f64f0d7d40239-0x0078427a8f4f-jobfair,10,1
0x14db031a755f13058c38-0x90fd4f348785-jobfair,62,0.6708127345858355
0x14db031a755f13058c38-0x90fd4f348785-jobfair,1,0.6491374334547217
0x14db031a755f13058c38-0x90fd4f348785-jobfair,20,0.5961969284478352
0x324ee4f4a8450f059938-0x609d427986e2-jobfair,1,0.5499617055222444
0x324ee4f4a8450f059938-0x609d427986e2-jobfair,12,0.5452089894998647
0x324ee4f4a8450f059938-0x609d427986e2-jobfair,62,0.6599664918431039
0x4c3097faccfea9850692-0xa7fb4ce59542-jobfair,20,0.7344796909920013
0x4c3097faccfea9850692-0xa7fb4ce59542-jobfair,18,0.6547396566259284
0x4c3097faccfea9850692-0xa7fb4ce59542-jobfair,1,0.71816321527598
0x4e7a36e180361a2ebbd7-0xce0c4414a2c1-jobfair,54,1
0x4e7a36e180361a2ebbd7-0xce0c4414a2c1-jobfair,8,1
0x4e7a36e180361a2ebbd7-0xce0c4414a2c1-jobfair,10,1
0x56fe701776e862565f0c-0x66104f7a9943-jobfair,62,0.6259190898188207
0x56fe701776e862565f0c-0x66104f7a9943-jobfair,12,0.5814721127429475
0x56fe701776e862565f0c-0x66104f7a9943-jobfair,23,0.5771959288914861
0x5ca6f08bfec78a47efc9-0xe4424c59bb3a-jobfair,24,0.8354916603788866
0x5ca6f08bfec78a47efc9-0xe4424c59bb3a-jobfair,44,0.6329991179853635
0x5ca6f08bfec78a47efc9-0xe4424c59bb3a-jobfair,59,1
0x83c3bda2f57bba441615-0x738c4162a0b9-jobfair,46,0.6264235462131061
0x83c3bda2f57bba441615-0x738c4162a0b9-jobfair,59,0.7081597674204151
0x83c3bda2f57bba441615-0x738c4162a0b9-jobfair,24,0.7114055179260106
0x944d37f371054f77bf34-0xe43cb8d2fa4d-jobfair,8,0.9199556542667131
0x944d37f371054f77bf34-0xe43cb8d2fa4d-jobfair,14,0.9461969547914212
0x944d37f371054f77bf34-0xe43cb8d2fa4d-jobfair,25,0.923041070886996
0x9f2316bdfdfafb4e9fd0-0xb10e4cf0a4f3-jobfair,59,0.7744601179070609
0x9f2316bdfdfafb4e9fd0-0xb10e4cf0a4f3-jobfair,44,0.6490669324132244
0x9f2316bdfdfafb4e9fd0-0xb10e4cf0a4f3-jobfair,24,0.7290475943268282
0xae8eabbefaba8e41321a-0x2b8c43fcbb6f-jobfair,59,0.599174882251651
0xae8eabbefaba8e41321a-0x2b8c43fcbb6f-jobfair,24,0.5950797453653809
0xae8eabbefaba8e41321a-0x2b8c43fcbb6f-jobfair,62,0.6116085900107995
0xbe20caa066486626b4f6-0x3a4f45828bd5-jobfair,62,0.6226606179890267
0xbe20caa066486626b4f6-0x3a4f45828bd5-jobfair,67,0.5951232519918546
0xbe20caa066486626b4f6-0x3a4f45828bd5-jobfair,23,0.6382425791088098
0xc02a9e35cdbca23d149f-0xaa2c434897e9-jobfair,62,0.6210952496614603
0xc02a9e35cdbca23d149f-0xaa2c434897e9-jobfair,18,0.6008389501410633
0xc02a9e35cdbca23d149f-0xaa2c434897e9-jobfair,46,0.6661011891274133
0xc1e82e139d16a2ea11e4-0x82904e7790e3-jobfair,24,0.6823464688271687
0xc1e82e139d16a2ea11e4-0x82904e7790e3-jobfair,46,0.6998197789266872
0xc1e82e139d16a2ea11e4-0x82904e7790e3-jobfair,59,0.6907891505735194
0xc22bc677466e6ad0f2b2-0xc041438ea3b4-jobfair,13,0.6435704817752401
0xc22bc677466e6ad0f2b2-0xc041438ea3b4-jobfair,6,1
0xc22bc677466e6ad0f2b2-0xc041438ea3b4-jobfair,21,0.6381823277283825
0xc8402426f5c788607e62-0x3d794d4baa86-jobfair,18,1
0xc8402426f5c788607e62-0x3d794d4baa86-jobfair,20,0.7505657408247902
0xc8402426f5c788607e62-0x3d794d4baa86-jobfair,46,0.7193364463590306
0xca253082bfa2f5be1949-0x4c0d44af9251-jobfair,12,0.5345097859949068
0xca253082bfa2f5be1949-0x4c0d44af9251-jobfair,62,0.5300810401105485
0xca253082bfa2f5be1949-0x4c0d44af9251-jobfair,6,0.5175339330315957
0xca982cc5c9e369c41362-0xd0fe4a35b9fb-jobfair,59,0.6402616174174602
0xca982cc5c9e369c41362-0xd0fe4a35b9fb-jobfair,64,0.7222814225157448
0xca982cc5c9e369c41362-0xd0fe4a35b9fb-jobfair,12,0.6731365085823436
0xcb0cf5aeabdb7ebfa718-0xac5a4f91a14b-jobfair,18,0.6554195838786319
0xcb0cf5aeabdb7ebfa718-0xac5a4f91a14b-jobfair,20,0.6472343759305568
0xcb0cf5aeabdb7ebfa718-0xac5a4f91a14b-jobfair,1,0.7009306957528559
0xd3ae042e808302134a8e-0x4eaa44639aec-jobfair,69,0.5740244523727343
0xd3ae042e808302134a8e-0x4eaa44639aec-jobfair,50,0.5622898560344002
0xd3ae042e808302134a8e-0x4eaa44639aec-jobfair,62,0.6050717965843134
0xd90f2bff1d4e3249e8e1-0x4bf240cb9a58-jobfair,59,0.5780345685323951
0xd90f2bff1d4e3249e8e1-0x4bf240cb9a58-jobfair,62,0.6370668992713803
0xd90f2bff1d4e3249e8e1-0x4bf240cb9a58-jobfair,18,0.5832979339763745
0xd970e8108179c7c0a886-0xbc2e4613b241-jobfair,6,0.7437961965159774
0xd970e8108179c7c0a886-0xbc2e4613b241-jobfair,13,0.6508394082597007
0xd970e8108179c7c0a886-0xbc2e4613b241-jobfair,21,0.6887253323231424
0xda41ec699b4dbd60493e-0x2e5247ed9fc0-jobfair,62,0.6375567652029087
0xda41ec699b4dbd60493e-0x2e5247ed9fc0-jobfair,24,0.6023177249517887
0xda41ec699b4dbd60493e-0x2e5247ed9fc0-jobfair,59,0.5828119114214064
0xdd36797e65c107ec9cb4-0x9513400e9fa4-jobfair,59,0.6688863168132407
0xdd36797e65c107ec9cb4-0x9513400e9fa4-jobfair,18,0.6484346934946614
0xdd36797e65c107ec9cb4-0x9513400e9fa4-jobfair,24,0.6306131972197936
0xe4e335e461e100166f36-0x1f764e5699bf-jobfair,50,0.6098441631420832
0xe4e335e461e100166f36-0x1f764e5699bf-jobfair,62,0.9481091709172061
0xe4e335e461e100166f36-0x1f764e5699bf-jobfair,8,0.5904373597893185
0xefc38ae877f92ccd4f46-0x25c94092a6ab-jobfair,18,0.6455022779378202
0xefc38ae877f92ccd4f46-0x25c94092a6ab-jobfair,20,0.6429250045694841
0xefc38ae877f92ccd4f46-0x25c94092a6ab-jobfair,1,0.7014254133685798
0xf45d74261408a4960515-0x481544afbfb1-jobfair,12,0.7394196553707891
0xf45d74261408a4960515-0x481544afbfb1-jobfair,13,1
0xf45d74261408a4960515-0x481544afbfb1-jobfair,21,0.8864550432758758
0xf6656172bc517b7525df-0x02064e67bc87-jobfair,54,0.7830527480158922
0xf6656172bc517b7525df-0x02064e67bc87-jobfair,8,0.7830527480158922
0xf6656172bc517b7525df-0x02064e67bc87-jobfair,10,0.7830527480158922
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22944-jobfair,72,0.5896034753065004
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22944-jobfair,6,0.5947418086903905
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22944-jobfair,15,0.6381476205564788
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22945-jobfair,15,0.6468273186939765
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22945-jobfair,62,0.9334541706187507
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22945-jobfair,40,0.6205418707487006
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22949-jobfair,24,0.5902502896036046
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22949-jobfair,62,0.6035585578329855
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22949-jobfair,59,0.6226548523811831
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22951-jobfair,62,0.6098251761488763
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22951-jobfair,46,0.5634587223384706
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22951-jobfair,18,0.5757031518106615
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22953-jobfair,24,0.5961998726263905
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22953-jobfair,59,0.6118458564595858
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22953-jobfair,18,0.5824410950294225
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22954-jobfair,1,0.6130762548118822
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22954-jobfair,62,0.6457365377011011
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22954-jobfair,18,0.5816301422552808
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22944-jobfair,8,0.9159728158595954
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22944-jobfair,25,0.9190289705430705
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22944-jobfair,14,0.9419652452034522
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22945-jobfair,20,0.7062138131171972
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22945-jobfair,18,0.6223384554189642
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22945-jobfair,62,0.6587200558073967
acfd065e-c3c0-11e3-9bbe-1a514932ac01-2-22946-jobfair,62,0.5822481502042499
acfd065e-c3c0-11e3-9bbe-1a514932ac01-2-22946-jobfair,12,0.5547524366824372
acfd065e-c3c0-11e3-9bbe-1a514932ac01-2-22946-jobfair,24,0.5576257654223122
acfd065e-c3c0-11e3-9bbe-1a514932ac01-3-22947-jobfair,50,0.6197844720534359
acfd065e-c3c0-11e3-9bbe-1a514932ac01-3-22947-jobfair,1,0.5852957835095516
acfd065e-c3c0-11e3-9bbe-1a514932ac01-3-22947-jobfair,62,0.6144460855424327
acfd065e-c3c0-11e3-9bbe-1a514932ac01-4-22948-jobfair,62,0.6366669110034785
acfd065e-c3c0-11e3-9bbe-1a514932ac01-4-22948-jobfair,12,0.5851449855804635
acfd065e-c3c0-11e3-9bbe-1a514932ac01-4-22948-jobfair,24,0.6050393148962407
acfd065e-c3c0-11e3-9bbe-1a514932ac01-6-22950-jobfair,46,0.72536199559216
acfd065e-c3c0-11e3-9bbe-1a514932ac01-6-22950-jobfair,59,0.6140346981602602
acfd065e-c3c0-11e3-9bbe-1a514932ac01-6-22950-jobfair,18,0.6627497682927022
0x02db253f64f0d7d40239-0x0078427a8f4f-museum,66,0.6387483974870611
0x02db253f64f0d7d40239-0x0078427a8f4f-museum,69,0.6334496082073964
0x02db253f64f0d7d40239-0x0078427a8f4f-museum,64,0.7139380827057845
0x14db031a755f13058c38-0x90fd4f348785-museum,67,0.6688188226364934
0x14db031a755f13058c38-0x90fd4f348785-museum,66,0.6588149934090357
0x14db031a755f13058c38-0x90fd4f348785-museum,64,0.7543082104661314
0x324ee4f4a8450f059938-0x609d427986e2-museum,66,0.8178295684321398
0x324ee4f4a8450f059938-0x609d427986e2-museum,67,0.8138439018291496
0x324ee4f4a8450f059938-0x609d427986e2-museum,65,0.7958015992505936
0x4c3097faccfea9850692-0xa7fb4ce59542-museum,66,0.7283277715674201
0x4c3097faccfea9850692-0xa7fb4ce59542-museum,67,0.7026477494226172
0x4c3097faccfea9850692-0xa7fb4ce59542-museum,65,0.7125029471491341
0x4e7a36e180361a2ebbd7-0xce0c4414a2c1-museum,66,0.7969626950797886
0x4e7a36e180361a2ebbd7-0xce0c4414a2c1-museum,65,0.7763809564846171
0x4e7a36e180361a2ebbd7-0xce0c4414a2c1-museum,67,0.763563303785955
0x56fe701776e862565f0c-0x66104f7a9943-museum,69,0.5882777485015914
0x56fe701776e862565f0c-0x66104f7a9943-museum,18,0.6069872151020864
0x56fe701776e862565f0c-0x66104f7a9943-museum,46,0.6427439895646253
0x5ca6f08bfec78a47efc9-0xe4424c59bb3a-museum,13,1
0x5ca6f08bfec78a47efc9-0xe4424c59bb3a-museum,21,0.8864550432758758
0x5ca6f08bfec78a47efc9-0xe4424c59bb3a-museum,12,0.7394196553707891
0x83c3bda2f57bba441615-0x738c4162a0b9-museum,66,0.671322587117766
0x83c3bda2f57bba441615-0x738c4162a0b9-museum,64,0.7271234923326636
0x83c3bda2f57bba441615-0x738c4162a0b9-museum,67,0.6964687478236051
0x944d37f371054f77bf34-0xe43cb8d2fa4d-museum,66,0.8220824616043826
0x944d37f371054f77bf34-0xe43cb8d2fa4d-museum,67,0.7969441165446577
0x944d37f371054f77bf34-0xe43cb8d2fa4d-museum,65,0.7997597350779087
0x9f2316bdfdfafb4e9fd0-0xb10e4cf0a4f3-museum,66,0.7928625873661352
0x9f2316bdfdfafb4e9fd0-0xb10e4cf0a4f3-museum,65,0.7725650169394664
0x9f2316bdfdfafb4e9fd0-0xb10e4cf0a4f3-museum,67,0.8084886146661614
0xae8eabbefaba8e41321a-0x2b8c43fcbb6f-museum,66,0.6652552903190688
0xae8eabbefaba8e41321a-0x2b8c43fcbb6f-museum,67,0.6756647968007903
0xae8eabbefaba8e41321a-0x2b8c43fcbb6f-museum,65,0.6538018611740296
0xbe20caa066486626b4f6-0x3a4f45828bd5-museum,64,0.7197368336497677
0xbe20caa066486626b4f6-0x3a4f45828bd5-museum,66,0.6239568786804094
0xbe20caa066486626b4f6-0x3a4f45828bd5-museum,67,0.6449945454259204
0xc02a9e35cdbca23d149f-0xaa2c434897e9-museum,67,0.6744099045454783
0xc02a9e35cdbca23d149f-0xaa2c434897e9-museum,66,0.6791596951265546
0xc02a9e35cdbca23d149f-0xaa2c434897e9-museum,65,0.666742586604238
0xc1e82e139d16a2ea11e4-0x82904e7790e3-museum,66,0.7188498577521867
0xc1e82e139d16a2ea11e4-0x82904e7790e3-museum,65,0.7036819237373242
0xc1e82e139d16a2ea11e4-0x82904e7790e3-museum,67,0.7326353106015128
0xc22bc677466e6ad0f2b2-0xc041438ea3b4-museum,10,0.9517325932008708
0xc22bc677466e6ad0f2b2-0xc041438ea3b4-museum,22,1
0xc22bc677466e6ad0f2b2-0xc041438ea3b4-museum,8,0.9517325932008708
0xc8402426f5c788607e62-0x3d794d4baa86-museum,64,0.6555366276628392
0xc8402426f5c788607e62-0x3d794d4baa86-museum,50,0.6527985650465377
0xc8402426f5c788607e62-0x3d794d4baa86-museum,69,0.6231428958882088
0xca253082bfa2f5be1949-0x4c0d44af9251-museum,64,0.6616382586782055
0xca253082bfa2f5be1949-0x4c0d44af9251-museum,59,0.6584554405222807
0xca253082bfa2f5be1949-0x4c0d44af9251-museum,46,0.6505249568902044
0xca982cc5c9e369c41362-0xd0fe4a35b9fb-museum,67,0.7903642393390031
0xca982cc5c9e369c41362-0xd0fe4a35b9fb-museum,65,0.7931174676002315
0xca982cc5c9e369c41362-0xd0fe4a35b9fb-museum,66,0.8149455529088602
0xcb0cf5aeabdb7ebfa718-0xac5a4f91a14b-museum,14,0.9461969547914212
0xcb0cf5aeabdb7ebfa718-0xac5a4f91a14b-museum,25,0.923041070886996
0xcb0cf5aeabdb7ebfa718-0xac5a4f91a14b-museum,8,0.9199556542667131
0xd3ae042e808302134a8e-0x4eaa44639aec-museum,18,1
0xd3ae042e808302134a8e-0x4eaa44639aec-museum,46,0.7193364463590306
0xd3ae042e808302134a8e-0x4eaa44639aec-museum,20,0.7505657408247902
0xd90f2bff1d4e3249e8e1-0x4bf240cb9a58-museum,69,0.7630650093459139
0xd90f2bff1d4e3249e8e1-0x4bf240cb9a58-museum,66,0.7157629111072098
0xd90f2bff1d4e3249e8e1-0x4bf240cb9a58-museum,65,0.7008089256116624
0xd970e8108179c7c0a886-0xbc2e4613b241-museum,67,0.6367689155878723
0xd970e8108179c7c0a886-0xbc2e4613b241-museum,20,0.6611451776984314
0xd970e8108179c7c0a886-0xbc2e4613b241-museum,64,0.7344500564658736
0xda41ec699b4dbd60493e-0x2e5247ed9fc0-museum,67,0.6969713958113815
0xda41ec699b4dbd60493e-0x2e5247ed9fc0-museum,66,0.7187800176244452
0xda41ec699b4dbd60493e-0x2e5247ed9fc0-museum,65,0.7036169240534379
0xdd36797e65c107ec9cb4-0x9513400e9fa4-museum,8,0.9159728158595954
0xdd36797e65c107ec9cb4-0x9513400e9fa4-museum,25,0.9190289705430705
0xdd36797e65c107ec9cb4-0x9513400e9fa4-museum,14,0.9419652452034522
0xe4e335e461e100166f36-0x1f764e5699bf-museum,64,0.603116573279019
0xe4e335e461e100166f36-0x1f764e5699bf-museum,72,0.5954929217195005
0xe4e335e461e100166f36-0x1f764e5699bf-museum,19,0.5971601341983852
0xefc38ae877f92ccd4f46-0x25c94092a6ab-museum,54,1
0xefc38ae877f92ccd4f46-0x25c94092a6ab-museum,8,1
0xefc38ae877f92ccd4f46-0x25c94092a6ab-museum,10,1
0xf45d74261408a4960515-0x481544afbfb1-museum,66,0.5936943907182053
0xf45d74261408a4960515-0x481544afbfb1-museum,67,0.5995962433342336
0xf45d74261408a4960515-0x481544afbfb1-museum,65,0.5872006678043631
0xf6656172bc517b7525df-0x02064e67bc87-museum,67,0.645001546956528
0xf6656172bc517b7525df-0x02064e67bc87-museum,64,0.7186052133469772
0xf6656172bc517b7525df-0x02064e67bc87-museum,66,0.6364090766927488
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22944-museum,6,0.7995781109465618
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22944-museum,66,0.6752214861124501
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22944-museum,67,0.6862587678351881
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22945-museum,69,0.7342085387235341
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22945-museum,64,0.7374688259492582
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22945-museum,65,0.7097144321878801
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22949-museum,65,0.7629550781717741
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22949-museum,67,0.760485162753279
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22949-museum,66,0.782537008671047
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22951-museum,67,0.7456427537789571
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22951-museum,65,0.7315212084372147
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22951-museum,66,0.7487622986045765
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22953-museum,59,1
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22953-museum,24,0.8354916603788866
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22953-museum,44,0.6329991179853635
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22954-museum,67,0.78498391339986
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22954-museum,66,0.8141322024682005
acfd065e-c3c0-11e3-9bbe-1a514932ac01-1-22954-museum,65,0.7923604884359419
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22944-museum,20,0.7421728270908395
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22944-museum,18,0.6252807156780364
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22944-museum,1,0.6336755841502114
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22945-museum,6,1
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22945-museum,13,0.6435704817752401
acfd065e-c3c0-11e3-9bbe-1a514932ac01-10-22945-museum,21,0.6381823277283825
acfd065e-c3c0-11e3-9bbe-1a514932ac01-2-22946-museum,67,0.6249058432126919
acfd065e-c3c0-11e3-9bbe-1a514932ac01-2-22946-museum,64,0.7141143100262315
acfd065e-c3c0-11e3-9bbe-1a514932ac01-2-22946-museum,46,0.6183167688520544
acfd065e-c3c0-11e3-9bbe-1a514932ac01-3-22947-museum,66,0.7043033381892536
acfd065e-c3c0-11e3-9bbe-1a514932ac01-3-22947-museum,65,0.6901435869127427
acfd065e-c3c0-11e3-9bbe-1a514932ac01-3-22947-museum,21,0.7094997384000767
acfd065e-c3c0-11e3-9bbe-1a514932ac01-4-22948-museum,67,0.5822362525394723
acfd065e-c3c0-11e3-9bbe-1a514932ac01-4-22948-museum,62,0.5808726477361266
acfd065e-c3c0-11e3-9bbe-1a514932ac01-4-22948-museum,66,0.5773631144979734
acfd065e-c3c0-11e3-9bbe-1a514932ac01-6-22950-museum,67,0.7903642393390031
acfd065e-c3c0-11e3-9bbe-1a514932ac01-6-22950-museum,66,0.8149455529088602
acfd065e-c3c0-11e3-9bbe-1a514932ac01-6-22950-museum,65,0.7931174676002315
